spot ID,Track ID,x (micron),y (micron),T (sec),Frame
1157295,0,175.640,112.712,0.000,0
1157313,0,175.536,112.660,3.336,1
1157323,0,175.484,112.712,6.672,2
1157325,0,175.484,112.556,10.008,3
1157327,0,175.433,112.574,13.344,4
1157329,0,175.364,112.470,16.680,5
1157334,0,174.846,112.263,20.016,6
1157337,0,173.225,111.263,23.352,7
1157339,0,172.949,111.090,26.688,8
1157341,0,172.569,110.814,30.024,9
1157345,0,172.121,110.400,33.360,10
1157349,0,171.845,110.366,36.696,11
1157351,0,171.569,110.262,40.031,12
1157353,0,171.362,110.366,43.367,13
1157355,0,171.017,110.435,46.703,14
1157359,0,170.844,110.504,50.039,15
1157361,0,170.223,110.400,53.375,16
1157365,0,170.016,110.400,56.711,17
1157367,0,169.982,110.297,60.047,18
1157369,0,170.292,110.331,63.383,19
1157371,0,170.154,110.228,66.719,20
1157373,0,169.499,109.883,70.055,21
1157377,0,169.326,109.469,73.391,22
1157381,0,168.326,109.262,76.727,23
1157383,0,168.119,109.262,80.063,24
1157385,0,167.498,108.951,83.399,25
1157389,0,166.877,108.020,86.735,26
1157391,0,166.497,107.640,90.071,27
1157395,0,165.462,107.157,93.407,28
1157397,0,165.083,106.778,96.743,29
1157399,0,164.393,105.605,100.079,30
1157401,0,163.979,105.053,103.415,31
1157403,0,162.254,104.570,106.751,32
1157408,0,161.150,103.983,110.087,33
1157410,0,160.529,103.707,113.423,34
1157412,0,160.253,103.707,116.759,35
1157416,0,159.873,103.535,120.094,36
1157420,0,159.873,103.535,123.430,37
1157422,0,159.459,103.500,126.766,38
1157424,0,158.976,103.397,130.102,39
1157426,0,158.010,103.086,133.438,40
1157428,0,156.975,103.155,136.774,41
1157430,0,156.803,103.190,140.110,42
1157432,0,156.665,103.190,143.446,43
1157434,0,156.458,103.224,146.782,44
1157436,0,155.492,103.500,150.118,45
1157438,0,154.767,103.604,153.454,46
1157440,0,154.664,103.569,156.790,47
1157442,0,155.009,103.742,160.126,48
1157444,0,154.560,103.845,163.462,49
1157446,0,154.526,103.845,166.798,50
1157448,0,154.491,103.914,170.134,51
1157450,0,154.836,103.742,173.470,52
1157452,0,154.733,103.776,176.806,53
1157454,0,154.733,103.914,180.142,54
1157456,0,154.733,103.914,183.478,55
1157458,0,154.526,103.811,186.814,56
1157462,0,154.526,103.673,190.150,57
1157464,0,154.560,103.362,193.486,58
1157466,0,154.422,102.776,196.821,59
1157468,0,154.043,102.776,200.157,60
1157470,0,153.525,102.707,203.493,61
1157474,0,154.215,102.224,206.829,62
1157476,0,153.974,102.396,210.165,63
1157480,0,154.146,102.500,213.501,64
1157484,0,153.249,102.327,216.837,65
1157486,0,153.525,102.293,220.173,66
1157488,0,153.077,102.258,223.509,67
1157490,0,152.732,102.224,226.845,68
1157492,0,152.352,102.362,230.181,69
1157494,0,152.387,102.086,233.517,70
1157496,0,152.283,102.086,236.853,71
1157498,0,152.076,102.155,240.189,72
1157500,0,151.973,102.258,243.525,73
1157502,0,152.145,102.465,246.861,74
1157506,0,152.180,102.879,250.197,75
1157510,0,152.180,102.879,253.533,76
1157512,0,151.766,102.741,256.869,77
1157514,0,151.110,102.293,260.205,78
1157516,0,150.420,101.913,263.541,79
1157518,0,150.006,101.913,266.877,80
